Name,BVN,Age,Occupation,LoanAmount,AnnualIncome,MonthlyNetSalary,InterestRate,NumberOfLoan,NumberOfDelayedPayment,OutstandingDebt,MonthsOfCreditHistory,PaymentOfMinimumAmount,MonthlyInstallmentAmount,AmountInvestedMonthly,MonthlyBalance
Carolinew,78025264731,48,Accountant,1183.8,37071.2,3006.27,6,4,3,869.99,223,0,74.69,276.82,239.12
Carolinew,78025264731,48,Accountant,1342.58,37071.2,3006.27,6,4,5,869.99,225,0,74.69,68.03,397.9
Ilainar,72256159130,38,Architect,2303.35,40391.66,3357.97,18,3,23,1950.62,98,1,60.37,253.06,292.36
Ilainar,72256159130,38,Architect,2412.31,40391.66,3357.97,18,3,23,1950.62,101,1,60.37,124.11,401.32
Taylorb,55029698664,18,Writer,74092.88,7441.3,873.11,33,6,16,2569.3,67,1,71268,96.31,255.58
Josephine Masonz,38976435061,46,Entrepreneur,616.59,24585.55,2316.8,14,2,13,195.38,324,1,30.45,50.47,390.76
Nicolacir,47068953499,44,Journalist,1296.86,126006.68,10693.56,20,3,12,385.8,315,1,239.77,408.3,671.29
Nicolacir,47068953499,44,Journalist,1177.43,126006.68,10693.56,20,3,11,385.8,317,1,239.77,547.73,551.86
Nicolacir,47068953499,44,Journalist,1482.89,126006.68,10693.56,20,3,13,385.8,318,1,239.77,212.27,857.32
Sabam,13573699178,49,Developer,1421.58,102885.32,8643.78,16,1,13,605.34,348,1,74.16,298.14,742.08
Freifeldo,53535318127,38,Teacher,1010.81,34212.01,2847,10,3,10,512.38,339,0,66.68,26.27,431.75
Michael Ermanl,97557841911,26,Entrepreneur,1039.92,118487.16,9810.93,20,4,20,140.26,377,0,301.56,361.43,598.1
Michael Ermanl,97557841911,26,Entrepreneur,1022.14,118487.16,9810.93,20,4,20,140.26,379,0,301.56,359.21,580.32
Michael Ermanl,97557841911,26,Entrepreneur,1200.37,118487.16,9810.93,20,4,21,140.26,382,0,301.56,170.98,758.55
Subhadip Sircarf,35012127939,26,Mechanic,4674.74,77418.52,6450.54,20,7,24,3962.08,137,1,339.03,212.4,373.63
Subhadip Sircarf,35012127939,26,Mechanic,4711.39,77418.52,6450.54,20,7,24,3962.08,140,0,339.03,135.74,410.28
Subhadip Sircarf,35012127939,26,Mechanic,4769.1,77418.52,6450.54,20,7,21,3962.08,141,1,339.03,78.03,467.99
Subhadip Sircarf,35012127939,26,Mechanic,4706.04,77418.52,6450.54,20,7,18,3962.08,142,1,339.03,141.09,404.93
Jessica Toonkelx,67495947148,46,Architect,1203.26,24199.24,1951.6,6,1,14,784.35,254,0,13.89,36.26,405.02
Lashx,51939500729,47,Musician,1959.76,28587.29,2621.27,7,0,2,1496.38,293,0,0,88.74,463.38
Ernest Scheyderr,76413872445,31,Manager,1421.66,16578.12,1426.51,15,2,16,1054.86,273,1,21.43,25.86,345.37
Ernest Scheyderr,76413872445,31,Manager,1429.34,16578.12,1426.51,15,2,13,1054.86,274,1,21.43,58.18,353.05
Ernest Scheyderr,76413872445,32,Manager,1423.6,16578.12,1426.51,15,2,12,1054.86,278,1,21.43,53.91,347.31
en Klaymant,25099296797,20,Writer,4897.83,74647.4,6327.62,20,6,17,4167.43,159,1,309.58,142.36,420.82
Morganz,94406154890,20,Scientist,2750.49,33502.1,2890.84,27,6,20,2362.68,216,1,158.61,191.28,229.2
Morganz,94406154890,20,Scientist,2856.28,33502.1,2890.84,27,6,22,2362.68,220,1,158.61,45.49,334.99
Ben Berkowitze,44287988218,27,Media_Manager,2158.72,91690.53,7795.88,2,2,8,1295.18,372,0,130.85,156.05,732.69
Ben Berkowitze,44287988218,27,Media_Manager,2035.32,91690.53,7795.88,2,2,8,1295.18,376,0,130.85,289.45,609.29
Rick Rothackerq,59107613384,37,Entrepreneur,2075.68,30502.54,2595.88,24,7,20,1672.68,177,1,154.39,106.58,248.61
Rick Rothackerq,59107613384,37,Entrepreneur,2151.27,30502.54,2595.88,24,7,17,1672.68,178,1,154.39,21,324.2
Rick Rothackerq,59107613384,37,Entrepreneur,2002.68,30502.54,2595.88,24,7,20,1672.68,179,1,154.39,199.59,175.61
Rick Rothackerq,59107613384,37,Entrepreneur,2006.88,30502.54,2595.88,24,7,20,1672.68,180,1,154.39,215.38,179.81
Frazierm,14577075276,20,Media_Manager,548.17,30272.61,2258.72,15,1,8,180.94,193,0,17.98,128.64,349.25
Frazierm,14577075276,20,Media_Manager,552.08,30272.61,2258.72,15,1,8,180.94,194,1,17.98,124.73,353.16
Steven C.z,32201181669,31,Accountant,613.91,59971.42,5190.62,6,3,20,203.03,243,0,107.94,398.18,302.94
Dineshi,99138837782,32,Accountant,657.41,42220.39,3490.37,1,4,9,257.81,269,0,135.27,219.44,264.33
Dineshi,99138837782,32,Accountant,565.54,42220.39,3490.37,1,4,9,257.81,270,0,135.27,331.31,172.46
Dineshi,99138837782,32,Accountant,720.56,42220.39,3490.37,1,4,9,257.81,271,0,135.27,166.29,327.48
Dineshi,99138837782,32,Accountant,715.56,42220.39,3490.37,1,4,9,257.81,273,0,135.27,181.28,322.48
Danielb,68216641223,33,Doctor,1626.69,35376.32,2717.03,19,3,17,1166.47,219,1,58.22,61.49,402
Danielb,68216641223,33,Doctor,1582.02,35376.32,2717.03,19,3,15,1166.47,222,1,58.22,126.15,357.33
Danielb,68216641223,34,Doctor,1600.19,35376.32,2717.03,19,3,18,1166.47,224,1,58.22,87.98,375.5
Luciaw,47200771517,33,Writer,2075.98,115643.01,9910.92,2,3,1,951.36,221,0,195.39,116.46,929.23
Edward Taylorz,46490480001,44,Journalist,849,7512.23,513.02,14,5,19,540.07,97,1,20.69,32.38,288.24
Edward Taylorz,46490480001,44,Journalist,818.35,7512.23,513.02,14,5,17,540.07,98,1,20.69,63.02,257.59
Edward Taylorz,46490480001,44,Journalist,828.21,7512.23,513.02,14,5,17,540.07,99,0,20.69,53.17,267.45
Edward Taylorz,46490480001,44,Journalist,831.24,7512.23,513.02,14,5,20,540.07,101,1,20.69,10.13,270.48
Edward Taylorz,46490480001,44,Journalist,815.71,7512.23,513.02,14,5,15,540.07,103,1,20.69,35.66,254.95
Costa Alisterq,64525839391,15,Mechanic,4904.75,35161.46,2930.12,32,6,24,4445.32,95,1,113.39,123.59,346.04
Costa Alisterq,64525839391,15,Mechanic,4905.34,35161.46,2930.12,32,6,20,4445.32,96,1,113.39,82.99,346.63
Costa Alisterq,64525839391,16,Mechanic,4823.5,35161.46,2930.12,32,6,23,4445.32,97,1,113.39,204.83,264.79
Aileen Wangy,10772492834,34,Writer,3351.41,9133.05,777.09,34,6,16,3035.88,109,1,30.2,42.18,285.33
Aileen Wangy,10772492834,34,Writer,3337.82,9133.05,777.09,34,6,19,3035.88,111,1,30.2,35.77,271.74
Aileen Wangy,10772492834,34,Writer,3327.96,9133.05,777.09,34,6,16,3035.88,113,0,30.2,75.63,261.88
Hollx,98801723657,23,Entrepreneur,4759.67,19283.47,1886.96,34,9,538,4404.48,75,1,84.62,103.51,270.57
ill Rigbys,52182427726,33,Media_Manager,2005.18,9444.8,850.07,28,6,11,1701.58,67,1,27.59,71.41,276.01
ill Rigbys,52182427726,34,Media_Manager,2006.44,9444.8,850.07,28,6,12,1701.58,69,1,27.59,20.14,277.27
ill Rigbys,52182427726,34,Media_Manager,2014.01,9444.8,850.07,28,6,11,1701.58,70,1,27.59,62.57,284.84
Alisteri,18332431255,46,Doctor,1603.49,70112.78,5989.73,3,2,1,877.06,304,0,69.72,122.54,656.71
Alisteri,18332431255,47,Doctor,1540.88,70112.78,5989.73,3,2,3,877.06,305,0,69.72,185.15,594.1
Aileen Wanga,31348430580,42,Doctor,951.45,31807,2733.58,14,2,8,611.04,247,1,35.55,202.95,304.86
Aileen Wangy,10772492834,36,Musician,1667.16,10025.2,1089.43,21,7,14,1409.58,183,1,41.43,141.36,216.15
Robinsonc,18244224912,39,Media_Manager,2166.39,64036.88,5591.41,15,4,17,1635.19,93,0,127.83,307.94,403.37
Robinsonc,18244224912,39,Media_Manager,2065.35,64036.88,5591.41,15,4,15,1635.19,96,1,127.83,408.98,302.33
Robinsonc,18244224912,39,Media_Manager,2312.39,64036.88,5591.41,15,4,15,1635.19,98,1,127.83,141.94,549.37
Robinsonc,18244224912,39,Media_Manager,2197.17,64036.88,5591.41,15,4,15,1635.19,99,1,127.83,267.17,434.15
Thomaso,54955819766,29,Teacher,2003.2,9783.25,908.27,29,8,16,1684.06,225,1,52.84,31.69,266.3
Thomaso,54955819766,30,Teacher,1980.24,9783.25,908.27,29,8,17,1684.06,227,1,52.84,84.65,243.34
Suvashree Deyy,72534062363,22,Accountant,1309.17,86522.72,7098.23,13,1,10,455.22,332,1,45.26,95.86,808.69
Suvashree Deyy,72534062363,22,Accountant,1275.2,86522.72,7098.23,13,1,9,455.22,333,1,45.26,139.84,774.72
Suvashree Deyy,72534062363,22,Accountant,1252.91,86522.72,7098.23,13,1,10,455.22,336,0,45.26,182.13,752.43
Lopezu,79258292570,21,Lawyer,1857.33,124419.66,10221.31,11,4,9,923.85,383,0,344.18,338.65,589.3
Lopezu,79258292570,21,Lawyer,1736.53,124419.66,10221.31,11,4,8,923.85,385,0,344.18,489.45,468.5
Lopezu,79258292570,21,Lawyer,1765.65,124419.66,10221.31,11,4,8,923.85,386,0,344.18,460.33,497.62
Viswanathan,12369621057,50,Entrepreneur,605.31,15606.52,1234.54,6,4,1,257.85,398,0,35.63,35.99,311.83
Viswanathan,12369621057,50,Entrepreneur,598.13,15606.52,1234.54,6,4,1,257.85,401,0,35.63,33.17,304.65
Matthew Goldsteinb,42056328221,24,Developer,3219.04,28230.92,2184.58,32,7,16,2989.13,83,1,132.48,278.54,97.43
Matthew Goldsteinb,42056328221,24,Developer,3291.57,28230.92,2184.58,32,7,16,2989.13,85,1,132.48,186.02,169.96
Matthew Goldsteinb,42056328221,24,Developer,3282.84,28230.92,2184.58,32,7,16,2989.13,86,1,132.48,194.74,161.23
Matthew Goldsteinb,42056328221,25,Developer,3366.68,28230.92,2184.58,32,7,16,2989.13,89,0,132.48,90.91,245.07
Danv,73137087838,19,Teacher,1186.64,11970.96,1169.58,7,2,8,889.62,312,0,14.89,109.94,282.13
Danv,73137087838,19,Teacher,1236.59,11970.96,1169.58,7,2,8,889.62,313,0,14.89,49.99,332.08
Sabar,35385088377,40,Manager,2281.04,112362.76,9279.56,5,4,20,1358.65,280,0,236.28,255.57,686.11
Sabar,35385088377,40,Manager,2322.38,112362.76,9279.56,5,4,20,1358.65,283,0,236.28,204.23,727.45
Sabar,35385088377,41,Manager,2406.65,112362.76,9279.56,5,4,20,1358.65,285,0,236.28,119.96,811.72
Gillesb,44073621383,20,Manager,1719.17,33335.24,3059.94,8,1,7,1226.23,257,0,21.54,53.06,471.4
Dhanya Skariachand,60906588713,48,Entrepreneur,1738.24,32314.44,2805.87,5,3,10,1339.6,261,0,80.21,151.94,318.43
Dhanya Skariachand,60906588713,49,Entrepreneur,1733.34,32314.44,2805.87,5,3,12,1339.6,263,0,80.21,176.84,313.53
Dhanya Skariachand,60906588713,49,Entrepreneur,1794.99,32314.44,2805.87,5,3,11,1339.6,264,0,80.21,95.19,375.18
Dhanya Skariachand,60906588713,49,Entrepreneur,1882.24,32314.44,2681.17,5,3,9,1339.6,266,0,204.92,112.66,337.72
Barbashr,23628371168,40,Journalist,607.53,19078.93,1304.91,20,0,14,265.86,223,1,0,78.82,341.67
Pelofskyv,70237381197,34,Mechanic,5103.98,83703.52,6955.29,27,8,20,4525.08,129,1,363.24,386.63,215.66
Ransdellx,33684592057,45,Musician,2123.04,99127.04,8217.59,10,4,19,1126.35,315,1,245.99,65.07,750.7
Ransdellx,33684592057,46,Musician,2084.52,99127.04,8217.59,10,4,19,1126.35,320,1,245.99,103.59,712.18
Warren Strobels,20819589426,15,Writer,2369.86,10405.01,694.08,30,5,15,2086.22,177,1,33.6,45.77,250.04
Warren Strobels,20819589426,15,Writer,2417.92,10405.01,694.08,30,5,15,2086.22,179,1,33.6,27.7,298.1
Warren Strobels,20819589426,15,Writer,2410.17,10405.01,694.08,30,5,15,2086.22,180,1,33.6,25.45,290.35
Warren Strobels,20819589426,15,Writer,2366.96,10405.01,694.08,30,5,15,2086.22,181,1,33.6,78.66,247.14
Cablef,81985664715,42,Lawyer,1595.86,135895.96,11304.66,6,0,17,429.77,222,0,0,204.37,1166.09
Scuffhamx,14784066725,21,Doctor,1755.54,29608.46,2625.37,31,7,15,1286.07,178,1,141.76,43.07,327.71
Scuffhamx,14784066725,21,Doctor,62883.92,29608.46,2625.37,31,7,16,1286.07,179,1,61297,79.93,300.85
Scuffhamx,14784066725,22,Doctor,1714.72,29608.46,2625.37,31,7,15,1286.07,183,1,141.76,123.89,286.89
Taylora,99728854897,30,Entrepreneur,2978.71,29999.94,2768,15,5,21,2593.23,195,1,101.65,171.33,283.83
Taylora,99728854897,30,Entrepreneur,3072.62,29999.94,2768,15,5,20,2593.23,196,1,101.65,47.41,377.74
Taylora,99728854897,30,Entrepreneur,2974.1,29999.94,2768,15,5,21,2593.23,200,1,101.65,185.93,279.22
Poppery,53259911129,15,Musician,2815.17,52972.5,4600.38,32,3,24,2196.59,103,1,112.7,121.46,505.88
Poppery,53259911129,15,Musician,2425.21,52972.5,4600.38,32,3,24,2196.59,105,1,112.7,521.42,115.92
Poppery,53259911129,15,Musician,2681.93,52972.5,4600.38,32,3,24,2196.59,106,1,112.7,234.71,372.64
Shirboni,37624237945,18,Media_Manager,1867.94,113781.39,9549.78,1,0,7,1030.2,183,0,0,397.24,837.74
Shirboni,37624237945,19,Media_Manager,1517.1,113781.39,9549.78,1,0,7,1030.2,187,0,0,758.08,486.9
Shirboni,37624237945,19,Media_Manager,1841.18,113781.39,9549.78,1,0,7,1030.2,188,0,0,424,810.98
Andyc,78968933491,30,Lawyer,2422.69,15746.63,1122.22,18,5,13,2098.83,138,1,44.04,68.36,279.82
Andyc,78968933491,30,Lawyer,2398.43,15746.63,1122.22,18,5,13,2098.83,139,1,44.04,102.62,255.56
Andyc,78968933491,30,Lawyer,22716.95,15746.63,1122.22,18,5,10,2098.83,141,0,20325,35.06,293.12
Andyc,78968933491,31,Lawyer,2371.76,15746.63,1122.22,18,5,12,2098.83,143,1,44.04,129.29,228.89
Toonkeld,73282489994,19,Lawyer,1414.54,97961.96,8205.5,6,0,12,750.95,338,0,0,436.96,663.59
Deepa Seetharamanv,55151611136,47,Architect,590.75,31895.07,2488.92,2,4,7,220.33,261,0,60.32,138.47,310.1
Deepa Seetharamanv,55151611136,47,Architect,564.66,31895.07,2488.92,2,4,9,220.33,262,0,60.32,164.56,284.01
Deepa Seetharamanv,55151611136,48,Architect,641.3,31895.07,2488.92,2,4,8,220.33,265,0,60.32,97.92,360.65
enu,85366636924,31,Architect,1182.17,30922.28,2494.86,12,2,1,957.53,258,0,30.34,314.85,194.3
enu,85366636924,32,Architect,1387.45,30922.28,2494.86,12,2,1,957.53,260,0,30.34,69.57,399.58
McCranke,19288492301,37,Journalist,1086.93,25530.33,2137.53,19,0,13,761.18,378,1,0,178,325.75
McCranke,19288492301,37,Journalist,1049.14,25530.33,2137.53,19,0,13,761.18,384,1,0,205.79,287.96
Ilainac,65706030442,51,Doctor,1258.71,110786.64,9299.22,5,3,15,226.7,293,0,209.31,137.91,822.7
Roumeliotisv,94861637040,26,Lawyer,630.54,39696.98,3211.08,10,1,3,133.3,255,0,31.91,73.87,465.33
Roumeliotisv,94861637040,26,Lawyer,648.17,39696.98,3211.08,10,1,3,133.3,257,0,31.91,56.25,482.96
Roumeliotisv,94861637040,26,Lawyer,666.89,39696.98,3211.08,10,1,3,133.3,258,0,31.91,37.52,501.68
Roumeliotisv,94861637040,27,Lawyer,500.44,39696.98,3211.08,10,1,3,133.3,261,0,31.91,223.97,335.23
Roumeliotisv,94861637040,27,Lawyer,495.33,39696.98,3211.08,10,1,3,133.3,262,0,31.91,239.08,330.12
Taylorj,20027932169,52,Mechanic,1364.34,13074.4,1356.53,8,1,14,1048.26,364,0,9.18,99.58,306.9
Taylorj,20027932169,52,Mechanic,1346.08,13074.4,1356.53,8,1,13,1048.26,366,0,9.18,127.84,288.64
Tarmov,56987504121,30,Manager,509.13,76087.68,6155.64,9,4,3478,50.22,262,1,232.07,436.66,226.84
Tarmov,56987504121,31,Manager,733.79,76087.68,6155.64,9,4,10,50.22,263,1,232.07,182,451.5
Lucia Mutikanid,58727812160,23,Mechanic,3506.61,51824.94,4417.75,26,8,2420,2958.02,87,1,257.66,183.18,290.93
Michael Ermani,35461499667,31,Journalist,378.44,11431.78,930.65,16,4,15,117.57,202,0,29.49,122.2,231.38
Michael Ermani,35461499667,31,Journalist,408.44,11431.78,930.65,16,4,15,117.57,203,0,29.49,92.2,261.38
Valetkevitchm,30312772400,38,Doctor,1691.85,14224.66,1395.39,13,1,9,1343.01,395,0,7.64,60.7,341.2
Valetkevitchm,30312772400,38,Doctor,5208.47,14224.66,1395.39,13,1,9,1343.01,397,0,3510,66.43,355.46
Camposg,35093960051,46,Musician,1189.2,142170.12,11584.51,8,2,1,282.56,293,0,183.76,511.81,722.88
Camposg,35093960051,46,Musician,1474.91,142170.12,11584.51,8,2,1,282.56,294,0,183.76,216.1,1008.59
Camposg,35093960051,46,Musician,948.1,142170.12,11584.51,8,2,1,282.56,295,0,183.76,772.92,481.78
Camposg,35093960051,46,Musician,866.89,142170.12,11584.51,8,2,1,282.56,297,0,183.76,864.13,400.57
Camposg,35093960051,46,Musician,1435.12,142170.12,11584.51,8,2,1,282.56,298,0,183.76,245.89,968.8
Schnurrk,73218737051,45,Mechanic,1744.75,19951.77,1592.65,12,2,6,1463.07,393,0,28.21,167.58,253.47
Schnurrk,73218737051,46,Mechanic,1736.49,19951.77,1592.65,12,2,6,1463.07,399,0,28.21,175.84,245.21
Jonathan Spicers,85967285810,36,Teacher,2139.59,94454.1,8102.18,5,3,7,1342.61,359,0,152.51,263.24,644.47
Nicolacia,85678420032,28,Doctor,1655.97,27063.43,2455.29,12,4,12,1205.36,269,0,74.74,84.92,375.87
Aileen Wangw,35598560495,44,Media_Manager,2868.84,36980.1,3352.68,29,6,16,2403.26,210,1,174.09,139.69,291.49
Lashh,53744883936,26,Teacher,1298.31,96582.24,7886.52,13,1,13,482.88,307,1,72.46,223.22,742.97
Lashh,53744883936,26,Teacher,1367.11,96582.24,7886.52,13,1,15,482.88,309,1,72.46,154.42,811.77
Lashh,53744883936,26,Teacher,1381.66,96582.24,7886.52,13,1,16,482.88,310,1,72.46,129.87,826.32
Robinsonl,20592701752,32,Doctor,3210.45,7821.24,468.77,29,6,17,2924.76,120,1,19.73,41.19,265.96
Robinsonl,20592701752,32,Doctor,3212.07,7821.24,468.77,29,6,14,2924.76,124,1,19.73,49.56,267.58
Chris Vellacotte,84659712681,23,Manager,2489.51,30972.54,2431.05,16,2,13,2203.46,168,1,35.63,227.05,250.42
Chris Vellacotte,84659712681,23,Manager,2644.19,30972.54,2431.05,16,2,15,2203.46,171,1,35.63,42.37,405.1
Steven C.g,80379922982,29,Developer,2843.85,7709.63,625.47,31,6,18,2518.98,104,1,24.41,17.68,300.46
Laura Noonanp,94196218821,53,Journalist,1341.58,34547.54,2994.96,5,1,11,939.31,268,0,27.76,157.22,374.51
Laura Noonanp,94196218821,54,Journalist,1406.59,34547.54,2994.96,5,1,13,939.31,272,0,27.76,72.21,439.52
Yokog,21488221003,30,Musician,2183.46,173196.32,14258.03,9,1,5,967.23,342,0,107.81,459.58,1108.42
Yokog,21488221003,30,Musician,2359.34,173196.32,14258.03,9,1,5,967.23,343,0,107.81,283.69,1284.3
Yokog,21488221003,30,Musician,2494.36,173196.32,14258.03,9,1,5,967.23,344,0,107.81,138.67,1419.32
Yokog,21488221003,30,Musician,2284.95,173196.32,14258.03,9,1,5,967.23,345,0,107.81,368.08,1209.91
Yokog,21488221003,30,Musician,2104.76,173196.32,14258.03,9,1,5,967.23,347,0,107.81,548.27,1029.72
Carrick Mollenkampu,97036235211,19,Engineer,4549.26,20354.85,1403.24,30,7,24,4288.63,26,1,80.22,169.69,180.41
Carrick Mollenkampu,97036235211,19,Engineer,4647.06,14089102,1403.24,30,7,24,4288.63,27,0,80.22,61.9,278.21
Carrick Mollenkampu,97036235211,19,Engineer,4642.51,20354.85,1403.24,30,7,24,4288.63,29,0,80.22,76.45,273.66
Carrick Mollenkampu,97036235211,19,Engineer,4632.68,20354.85,1403.24,30,7,21,4288.63,30,1,80.22,66.28,263.83
Carrick Mollenkampu,97036235211,19,Engineer,4587.69,20354.85,1403.24,30,7,24,4288.63,33,1,80.22,131.27,218.84
Vidalonw,52533116724,14,Doctor,1855.66,8882.47,555.21,19,7,15,1580.91,230,1,27.53,70.77,247.22
Vidalonw,52533116724,15,Doctor,1883.78,8882.47,555.21,19,7,13,1580.91,234,0,27.53,12.65,275.34
env,42622769410,26,Manager,2820.54,34128.92,2740.08,31,6,22,2626.28,66,1,118.07,369.76,76.19
env,42622769410,26,Manager,3030.33,34128.92,2740.08,31,6,20,2626.28,70,1,118.07,129.96,285.98
env,42622769410,26,Manager,3105.57,34128.92,2740.08,31,6,22,2626.28,71,0,118.07,54.72,361.22
env,42622769410,26,Manager,2989.52,34128.92,2740.08,31,6,19,2626.28,72,1,118.07,170.78,245.17
Chann,19518171493,43,Scientist,1504.94,29042.45,2252.2,5,1,16,1092.55,284,1,16.76,52.83,395.63
Chann,19518171493,43,Scientist,1474.35,29042.45,2252.2,5,1,16,1092.55,286,1,16.76,133.42,365.04
Chann,19518171493,43,Scientist,49492.72,29042.45,2252.2,5,1,18,1092.55,287,0,48173,271.29,227.17
Prakashy,90183134552,14,Doctor,5409.97,74733.44,5933.79,19,5,20,4685.34,33,0,195.54,118.75,529.09
Prakashy,90183134552,14,Doctor,6024.37,74733.44,5229.15,19,5,20,4685.34,38,1,900.17,218.98,438.86
Prakashy,90183134552,14,Doctor,6067.56,74733.44,5229.15,19,5,20,4685.34,39,1,900.17,165.79,482.05
Katev,72937683495,44,Media_Manager,2541.59,8681.77,647.48,23,7,24,2216.25,172,1,28.44,19.41,296.9
Katev,72937683495,44,Media_Manager,2503.25,8681.77,647.48,23,7,21,2216.25,179,1,28.44,57.74,258.56
Henryg,70099497423,38,Media_Manager,1954.89,10034.55,719.21,28,6,9,1669.84,115,0,41.08,66.86,243.97
Henryg,70099497423,38,Media_Manager,1954.42,10034.55,719.21,28,6,9,1669.84,118,0,41.08,47.34,243.5
Oreskovicb,92834279403,51,Musician,826.06,38175.39,3287.28,7,3,8,315.36,335,0,69.06,68.04,441.64
Oreskovicb,92834279403,52,Musician,801.74,38175.39,3287.28,7,3,7,315.36,338,0,69.06,122.35,417.32
Oreskovicb,92834279403,52,Musician,793.6,38175.39,3287.28,7,3,8,315.36,339,0,69.06,110.5,409.18
Oreskovicb,92834279403,52,Musician,614.27,38175.39,3287.28,7,3,8,315.36,340,0,69.06,309.82,229.85
Peterw,24631679260,22,Accountant,1947.38,116594.91,9836.24,10,2,1,1124.02,351,0,171.08,410.27,652.28
Joyce Leeo,79633438239,48,Manager,531.15,24894.05,2371.5,8,0,10,86.43,397,0,0,32.43,444.72
Barrf,39730496145,38,Teacher,2517.68,39399.9,3487.33,17,2,19,2206.86,137,1,43.17,317.91,267.65
Barrf,39730496145,38,Teacher,2728.23,39399.9,3487.33,17,2,18,2206.86,140,1,43.17,87.36,478.2
Barrf,39730496145,39,Teacher,2722.13,39399.9,3487.33,17,2,18,2206.86,144,1,43.17,73.46,472.1
Julienz,38049455651,24,Musician,2220.36,142113.96,11903.83,17,3,12,1037.68,267,1,224.12,247.7,958.56
Julienz,38049455651,24,Musician,2281.15,142113.96,11903.83,17,3,14,1037.68,268,1,224.12,186.91,1019.35
Julienz,38049455651,24,Musician,2174.31,142113.96,11903.83,17,3,12,1037.68,269,1,224.12,303.76,912.51
Julienz,38049455651,25,Musician,1781.76,142113.96,11903.83,17,3,12,1037.68,271,0,224.12,716.3,519.96
Julienz,38049455651,25,Musician,2363.9,142113.96,11903.83,17,3,12,1037.68,274,1,224.12,104.16,1102.1
Jonathan Stempelm,67832405478,48,Mechanic,1896.86,65299.38,5305.62,8,2,0,1177.38,317,0,77.01,61.08,642.47
Onoszkoz,66149386158,52,Manager,1643.86,33200.52,2755.71,20,2,15,1290.73,210,0,28.06,182.44,325.07
Onoszkoz,66149386158,52,Manager,1779.51,33200.52,2755.71,20,2,16,1290.73,215,0,28.06,36.79,460.72
Sarah Whited,82139687342,40,Architect,5570.34,82289.36,6951.45,22,5,17,4736.25,107,1,240.75,101.05,593.34
Sarah Whited,82139687342,41,Architect,4997.83,82289.36,6951.45,22,5,18,4736.25,111,1,240.75,723.56,20.83
Sarah Whited,82139687342,41,Architect,5198.29,82289.36,6951.45,22,5,16,4736.25,113,0,240.75,513.1,221.29
Sarah Whited,82139687342,41,Architect,5523.89,82289.36,6951.45,22,5,16,4736.25,114,1,240.75,187.5,546.89
Catherine Bosleyn,49762873846,39,Entrepreneur,2331.11,7792.48,573.37,16,7,18,2041.74,178,1,42.1,17.96,247.27
Catherine Bosleyn,49762873846,39,Entrepreneur,2324.59,7792.48,573.37,16,7,15,2041.74,180,1,42.1,64.49,240.75
Annikam,55784044817,36,Writer,1349.01,65778.22,5561.52,11,4,16,705.44,199,0,172.53,162.58,471.04
Tom Halsb,72033286146,44,Teacher,905.45,12016,729.33,14,3,10,583.27,364,1,20.74,40.75,301.44
Tom Halsb,72033286146,44,Teacher,888.68,12016,729.33,14,3,10,583.27,366,1,20.74,47.52,284.67
Kentaros,38782360703,50,Teacher,1373.56,19180.87,1688.41,18,4,17,1127.57,296,0,57.36,212.85,188.63
Kentaros,38782360703,50,Teacher,1448.42,19180.87,1688.41,18,4,17,1127.57,302,0,57.36,107.98,263.49
Ransdellj,35053927545,30,Entrepreneur,1141.54,60552.76,4950.06,12,3,11,463.07,225,0,111.73,66.54,566.74
Ransdellj,35053927545,30,Entrepreneur,954.54,60552.76,4950.06,12,3,11,463.07,227,0,111.73,273.54,379.74
Ransdellj,35053927545,31,Entrepreneur,1129.78,60552.76,4950.06,12,3,11,463.07,231,0,111.73,78.3,554.98
ray,50176233102,40,Mechanic,1624.88,44386.47,3703.87,26,9,25,1275.46,112,1,298.85,310.96,50.57
Palmers,89408406347,40,Lawyer,2786.7,9141.63,797.8,33,5,17,2506.45,194,1,27.8,79.53,252.45
Palmers,89408406347,40,Lawyer,2773.72,9141.63,797.8,33,5,14,2506.45,197,1,27.8,102.51,239.47
Palmers,89408406347,40,Lawyer,2802.94,9141.63,797.8,33,5,19,2506.45,200,1,27.8,53.29,268.69
Mariannae,35018287237,35,Journalist,5846.29,11245.11,1173.09,11,0,10,169.86,280,1,5328,38.88,348.43
Sullivang,28861037305,39,Accountant,1565.07,98197.74,8005.15,6,3,7,627.5,293,0,138.54,102.94,799.03
